Name,Season,Team,Games Played,Minutes Total,Points Total,Rebounds Total,Assists Total,Steals Total,Blocked Shots Total,Field Goals Made,Field Goals Attempted,Field Goal Percentage,Three Pointers Made,Three Pointers Attempted,Three Point Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Turnovers Total,Personal Fouls,Plus Minus
LeBron James,2024-25,LAL,70,2444,1710,546,575,70,39,651,1270,51.3,149,396,37.6,259,331,78.2,72,474,260,99,-54
